KREIS;GEMEINDE;TYP;Modell;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT (EPSG:4647);NORDWERT (EPSG:4647);GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;DATENDATUM;DATENQUELLE;Coords;Wetter-ID;Coords UTM
Dithmarschen;Neuenkirchen; REPower 3.2 M;Repower 3.2M114;REpower;93.0;114.0;105,2 dB(A)/99,5 dB(A);3200;kW Nennleist. Rotor.;32497347;6009533;15.10.2014 00:00;11.09.2015 00:00;in Betrieb;51075506934;4;13.07.2021;LLUR SH, Abtl. 7;[54.23649, 8.9877874];788;[54.233776312602615, 8.959298410013687]
Dithmarschen;WÃÂÃÂ¶hrden;AN Bonus;;AN BONUS;30.0;23.0;101;150;kW Nennleist. Rotor.;32500560;6001081;14.07.1993 00:00;31.12.1899;in Betrieb;51113512560;1;13.07.2021;LLUR SH, Abtl. 7;[54.1667, 9.0];788;[54.15781948964662, 9.008575625635476]
Nordfriesland;UelvesbÃÂÃÂ¼ll;AN Bonus;;AN BONUS;70.0;54.0;102.1;1000;kW Nennleist. Rotor.;32495898;6028324;25.09.2000 00:00;25.09.2000 00:00;in Betrieb;54141286627;1;13.07.2021;LLUR SH, Abtl. 7;[54.4166642, 8.9228489];4919;[54.40264962699052, 8.936810010971756]
Nordfriesland;UelvesbÃÂÃÂ¼ll;AN Bonus;;AN BONUS;70.0;54.0;102.1;1000;kW Nennleist. Rotor.;32495925;6028559;25.09.2000 00:00;25.09.2000 00:00;in Betrieb;54141286627;2;13.07.2021;LLUR SH, Abtl. 7;[54.4166642, 8.9228489];4919;[54.40476186075681, 8.937222711739123]
Nordfriesland;UelvesbÃÂÃÂ¼ll;AN Bonus;;AN BONUS;70.0;54.0;102,1 dB(A)+3 dB Stallzuschlag;1000;kW Nennleist. Rotor.;32495958;6028829;25.09.2000 00:00;25.09.2000 00:00;in Betrieb;54141286627;3;13.07.2021;LLUR SH, Abtl. 7;[54.4166642, 8.9228489];4919;[54.407188695606955, 8.937727415779346]
Nordfriesland;UelvesbÃÂÃÂ¼ll;AN Bonus;;AN BONUS;70.0;54.0;102,1 dB(A)+3 dB Stallzuschlag;1000;kW Nennleist. Rotor.;32496323;6028603;25.09.2000 00:00;25.09.2000 00:00;in Betrieb;54141286627;4;13.07.2021;LLUR SH, Abtl. 7;[54.4166642, 8.9228489];4919;[54.405160333405945, 8.943353540164653]
Nordfriesland;UelvesbÃÂÃÂ¼ll;AN Bonus;;AN BONUS;70.0;54.0;102,1 dB(A)+3 dB Stallzuschlag;1000;kW Nennleist. Rotor.;32496345;6028875;25.09.2000 00:00;25.09.2000 00:00;in Betrieb;54141286627;5;13.07.2021;LLUR SH, Abtl. 7;[54.4166642, 8.9228489];4919;[54.40760503827121, 8.943689114735829]
Nordfriesland;UelvesbÃÂÃÂ¼ll;AN Bonus;;AN BONUS;70.0;54.0;102,1 dB(A)+3 dB Stallzuschlag;1000;kW Nennleist. Rotor.;32496763;6028969;25.09.2000 00:00;31.01.2002 00:00;in Betrieb;54141286627;6;13.07.2021;LLUR SH, Abtl. 7;[54.4166642, 8.9228489];4919;[54.40845267526713, 8.95012801839709]
Nordfriesland;UelvesbÃÂÃÂ¼ll;AN Bonus;;AN BONUS;70.0;54.0;102,1 dB(A);1000;kW Nennleist. Rotor.;32497191;6029043;25.09.2000 00:00;25.09.2000 00:00;in Betrieb;54141286627;7;13.07.2021;LLUR SH, Abtl. 7;[54.4166642, 8.9228489];4919;[54.409120278232564, 8.956721448726126]
Nordfriesland;UelvesbÃÂÃÂ¼ll;AN Bonus;;AN BONUS;70.0;54.0;102,1 dB(A);1000;kW Nennleist. Rotor.;32497574;6029243;25.09.2000 00:00;25.09.2000 00:00;in Betrieb;54141286627;8;13.07.2021;LLUR SH, Abtl. 7;[54.4166642, 8.9228489];4919;[54.41091970839152, 8.962620732755973]
Steinburg;BÃÂÃÂ¼ttel;AN BONUS;;AN BONUS;41.0;54.0;101;1000;kW Nennleist. Rotor.;32515858;5972700;01.02.1995 00:00;15.10.1995 00:00;in Betrieb;61020437673;7;13.07.2021;LLUR SH, Abtl. 7;[53.904089, 9.2265855];1200;[53.9024924295812, 9.241360412610327]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32549934;5979884;06.02.2001 00:00;22.11.2001 00:00;in Betrieb;61088511741;2;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.964894192294864, 9.761141572894218]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550205;5979790;06.02.2001 00:00;09.12.2001 00:00;in Betrieb;61088511741;3;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.96402316220659, 9.765256532724123]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550315;5980115;06.02.2001 00:00;19.11.2001 00:00;in Betrieb;61088511741;4;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.96693330071573, 9.766986681122962]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550087;5980452;06.02.2001 00:00;13.11.2001 00:00;in Betrieb;61088511741;5;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.96998410860369, 9.76356682113224]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550988;5980228;06.02.2001 00:00;15.11.2001 00:00;in Betrieb;61088511741;6;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.96788293024213, 9.7772635518395]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550809;5980529;06.02.2001 00:00;27.11.2001 00:00;in Betrieb;61088511741;7;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.970605678194985, 9.774585305785537]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550411;5980606;06.02.2001 00:00;13.11.2001 00:00;in Betrieb;61088511741;8;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.9713366444403, 9.768531117101604]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550181;5980841;06.02.2001 00:00;14.11.2001 00:00;in Betrieb;61088511741;9;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.973470999249194, 9.765063729615743]
Steinburg;Quarnstedt;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550787;5980894;06.02.2001 00:00;21.11.2001 00:00;in Betrieb;61088511741;10;13.07.2021;LLUR SH, Abtl. 7;[53.9544326, 9.7869333];2429;[53.973888144775444, 9.774310762395386]
Steinburg;StÃÂÃÂ¶rkathen;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550227;5981072;06.02.2001 00:00;13.12.2001 00:00;in Betrieb;61088511741;11;13.07.2021;LLUR SH, Abtl. 7;[53.9799298, 9.7563732];2429;[53.975542564667464, 9.76580304883031]
Steinburg;StÃÂÃÂ¶rkathen;AN BONUS;;AN BONUS;69.0;62.0;101.5;1300;kW Nennleist. Rotor.;32550554;5981211;06.02.2001 00:00;21.12.2001 00:00;in Betrieb;61088511741;12;13.07.2021;LLUR SH, Abtl. 7;[53.9799298, 9.7563732];2429;[53.976759903928794, 9.77081132787417]
Ostholstein;Gremersdorf;AN BONUS 1,3;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104,4 dB(A);1300;kW Nennleist. Rotor.;32627892;6022074;20.06.2000 00:00;29.08.2000 00:00;in Betrieb;55015462028;1;13.07.2021;LLUR SH, Abtl. 7;[54.3325847, 10.932245];5877;[54.33046549147355, 10.966806581025073]
Ostholstein;Gremersdorf;AN BONUS 1,3;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104,4 dB(A);1300;kW Nennleist. Rotor.;32628020;6021678;20.06.2000 00:00;24.08.2000 00:00;in Betrieb;55015462028;2;13.07.2021;LLUR SH, Abtl. 7;[54.3325847, 10.932245];5877;[54.326876483097394, 10.968603823627172]
Ostholstein;Gremersdorf;AN BONUS 1,3;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104,4 dB(A);1300;kW Nennleist. Rotor.;32627734;6021530;23.10.2003 00:00;30.12.2003 00:00;in Betrieb;55015462029;1;13.07.2021;LLUR SH, Abtl. 7;[54.3325847, 10.932245];5877;[54.325618775657645, 10.964145414242276]
Ostholstein;Gremersdorf;AN BONUS 1,3;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104,4 dB(A);1300;kW Nennleist. Rotor.;32627657;6021971;20.11.2002 00:00;30.12.2002 00:00;in Betrieb;55015462032;1;13.07.2021;LLUR SH, Abtl. 7;[54.3325847, 10.932245];5877;[54.329599164329515, 10.96315086877162]
Pinneberg;Uetersen;AN Bonus 1,3 MW;AN Bonus 1,3/62;AN BONUS;62.0;62.0;104.4;1300;kW Nennleist. Rotor.;32541482;5949610;12.12.2000 00:00;21.12.2001 00:00;in Betrieb;56049515339;1;13.07.2021;LLUR SH, Abtl. 7;[53.6851608, 9.669827];4039;[53.69354968611675, 9.628233091199856]
Pinneberg;Uetersen;AN Bonus 1,3 MW;AN Bonus 1,3/62;AN BONUS;62.0;62.0;104.4;1300;kW Nennleist. Rotor.;32541518;5949441;12.12.2000 00:00;21.12.2001 00:00;in Betrieb;56049515339;2;13.07.2021;LLUR SH, Abtl. 7;[53.6851608, 9.669827];4039;[53.69202788101154, 9.628755631342514]
Pinneberg;Uetersen;AN Bonus 1,3 MW;AN Bonus 1,3/62;AN BONUS;62.0;62.0;104.4;1300;kW Nennleist. Rotor.;32541603;5948999;12.12.2000 00:00;21.12.2001 00:00;in Betrieb;56049515339;3;13.07.2021;LLUR SH, Abtl. 7;[53.6851608, 9.669827];4039;[53.68804849231053, 9.629983493519536]
Pinneberg;Uetersen;AN Bonus 1,3 MW;AN Bonus 1,3/62;AN BONUS;62.0;62.0;104.4;1300;kW Nennleist. Rotor.;32541775;5948923;12.12.2000 00:00;21.12.2001 00:00;in Betrieb;56049515339;5;13.07.2021;LLUR SH, Abtl. 7;[53.6851608, 9.669827];4039;[53.68735169078605, 9.632577632614138]
Hzgt.Lauenburg;Woltersdorf;AN BONUS 1,3 MW/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32608697;5938534;27.09.2001 00:00;25.06.2002 00:00;in Betrieb;53134493460;1;13.07.2021;LLUR SH, Abtl. 7;[53.5776994, 10.6387716];3086;[53.58437339452204, 10.641996387875876]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 1,3 MW/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104;1300;kW Nennleist. Rotor.;32496875;6083246;24.01.2000 00:00;31.05.2000 00:00;in Betrieb;54027320719;2;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.89623732191109, 8.951273518099521]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 1,3 MW/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104;1300;kW Nennleist. Rotor.;32497282;6083004;24.01.2000 00:00;31.05.2000 00:00;in Betrieb;54027320719;3;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.89406494979681, 8.957621936286953]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 1,3 MW/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104;1300;kW Nennleist. Rotor.;32497701;6082899;24.01.2000 00:00;31.05.2000 00:00;in Betrieb;54027320719;4;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.8931234618825, 8.964155667637012]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 1,3 MW/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104;1300;kW Nennleist. Rotor.;32497965;6082689;24.01.2000 00:00;31.05.2000 00:00;in Betrieb;54027320719;5;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.89123742447363, 8.96827324565484]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 1,3 MW/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104;1300;kW Nennleist. Rotor.;32498098;6082403;24.01.2000 00:00;31.05.2000 00:00;in Betrieb;54027320719;6;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.88866778518791, 8.97034867518896]
Pinneberg;Uetersen;AN Bonus 1,3 MW/62;AN Bonus 1,3/62;AN BONUS;62.0;62.0;104.4;1300;kW Nennleist. Rotor.;32541813;5949371;12.12.2000 00:00;21.12.2001 00:00;in Betrieb;56049515339;4;13.07.2021;LLUR SH, Abtl. 7;[53.6851608, 9.669827];4039;[53.691375201422154, 9.633213421445536]
Hzgt.Lauenburg;Woltersdorf;AN BONUS 1,3 MW/62 - CombiStall;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32608941;5938489;27.09.2001 00:00;25.06.2002 00:00;in Betrieb;53134493460;2;13.07.2021;LLUR SH, Abtl. 7;[53.5776994, 10.6387716];3086;[53.58391844705864, 10.645664917428007]
Hzgt.Lauenburg;Woltersdorf;AN BONUS 1,3 MW/62 - CombiStall;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32609336;5938648;27.09.2001 00:00;25.06.2002 00:00;in Betrieb;53134493460;3;13.07.2021;LLUR SH, Abtl. 7;[53.5776994, 10.6387716];3086;[53.58526482967584, 10.651684784984607]
Hzgt.Lauenburg;Woltersdorf;AN BONUS 1,3 MW/62 CombiStall;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32609590;5938609;27.09.2001 00:00;25.06.2002 00:00;in Betrieb;53134493460;4;13.07.2021;LLUR SH, Abtl. 7;[53.5776994, 10.6387716];3086;[53.5848614044435, 10.655506382431028]
Ostholstein;Gremersdorf;AN BONUS 1,3 MW/62, S-Nr.AN 1300-375-04;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104,4 dB(A);1300;kW Nennleist. Rotor.;32627963;6021337;30.04.2001 00:00;27.06.2001 00:00;in Betrieb;55015462027;2;13.07.2021;LLUR SH, Abtl. 7;[54.3325847, 10.932245];5877;[54.32382787098615, 10.967581647264373]
Ostholstein;Gremersdorf;AN BONUS 1,3 MW/62, S-Nr.AN 1300-376-03;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104,4 dB(A);1300;kW Nennleist. Rotor.;32627956;6021879;30.04.2001 00:00;27.06.2001 00:00;in Betrieb;55015462027;1;13.07.2021;LLUR SH, Abtl. 7;[54.3325847, 10.932245];5877;[54.3286979369162, 10.967706527356674]
Stormarn;Steinburg;AN BONUS 1,3 MW/62-Combistall;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32594204;5952784;06.06.2003 00:00;01.01.2004 00:00;in Betrieb;62091149243;1;13.07.2021;LLUR SH, Abtl. 7;[53.7052907, 10.4078945];3086;[53.71522288663523, 10.427461639443898]
Stormarn;Steinburg;AN BONUS 1,3 MW/62-Combistall;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32594429;5952880;06.06.2003 00:00;01.01.2004 00:00;in Betrieb;62091149243;2;13.07.2021;LLUR SH, Abtl. 7;[53.7052907, 10.4078945];3086;[53.71604483939088, 10.430899148749281]
Stormarn;Steinburg;AN BONUS 1,3 MW/62-Combistall;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32594732;5952789;06.06.2003 00:00;01.01.2004 00:00;in Betrieb;62091149243;3;13.07.2021;LLUR SH, Abtl. 7;[53.7052907, 10.4078945];3086;[53.7151722476157, 10.435461133244399]
Stormarn;Steinburg;AN BONUS 1,3 MW/62-Combistall;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32594782;5952535;06.06.2003 00:00;01.01.2004 00:00;in Betrieb;62091149243;4;13.07.2021;LLUR SH, Abtl. 7;[53.7052907, 10.4078945];3086;[53.712880847381335, 10.436140761414649]
Hzgt.Lauenburg;LÃÂÃÂ¼tau;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603695;5920811;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;1;13.07.2021;LLUR SH, Abtl. 7;[53.4346667, 10.5482762];3086;[53.426139601376455, 10.56060550759817]
Hzgt.Lauenburg;LÃÂÃÂ¼tau;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603487;5920570;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;2;13.07.2021;LLUR SH, Abtl. 7;[53.4346667, 10.5482762];3086;[53.424014956772965, 10.557397223933236]
Hzgt.Lauenburg;LÃÂÃÂ¼tau;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603751;5920417;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;3;13.07.2021;LLUR SH, Abtl. 7;[53.4346667, 10.5482762];3086;[53.4225883231558, 10.561318218720942]
Hzgt.Lauenburg;LÃÂÃÂ¼tau;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603729;5920079;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;4;13.07.2021;LLUR SH, Abtl. 7;[53.4346667, 10.5482762];3086;[53.41955556660227, 10.560876024867254]
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603827;5919721;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;5;13.07.2021;LLUR SH, Abtl. 7;[53.4189219, 10.5843316];3086;[53.41631949733449, 10.562232162305444]
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32604124;5920026;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;6;13.07.2021;LLUR SH, Abtl. 7;[53.4189219, 10.5843316];3086;[53.419001527447236, 10.566799896614652]
Hzgt.Lauenburg;LÃÂÃÂ¼tau;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603950;5920596;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;7;13.07.2021;LLUR SH, Abtl. 7;[53.4346667, 10.5482762];3086;[53.424157539152375, 10.5643707414824]
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32604072;5920321;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;8;13.07.2021;LLUR SH, Abtl. 7;[53.4189219, 10.5843316];3086;[53.42166249010094, 10.566115170197598]
Hzgt.Lauenburg;LÃÂÃÂ¼tau;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603466;5919552;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;9;13.07.2021;LLUR SH, Abtl. 7;[53.4346667, 10.5482762];3086;[53.414871865382416, 10.556747112574941]
Hzgt.Lauenburg;LÃÂÃÂ¼tau;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603631;5919325;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;10;13.07.2021;LLUR SH, Abtl. 7;[53.4346667, 10.5482762];3086;[53.41279978360795, 10.559154074161162]
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32603905;5919141;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;11;13.07.2021;LLUR SH, Abtl. 7;[53.4189219, 10.5843316];3086;[53.41109257957203, 10.563214155496397]
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32604160;5919703;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;12;13.07.2021;LLUR SH, Abtl. 7;[53.4189219, 10.5843316];3086;[53.4160921270212, 10.567234643400969]
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32604188;5919374;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;13;13.07.2021;LLUR SH, Abtl. 7;[53.4189219, 10.5843316];3086;[53.41313039103929, 10.567547038360733]
Hzgt.Lauenburg;Basedow;AN Bonus 1,3/62;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.1;1300;kW Nennleist. Rotor.;32604310;5920402;01.10.2001 00:00;03.04.2002 00:00;in Betrieb;53087493352;14;13.07.2021;LLUR SH, Abtl. 7;[53.4189219, 10.5843316];3086;[53.42234330190608, 10.569722025114798]
Pinneberg;Uetersen;AN Bonus 1,3MW/62;AN Bonus 1,3/62;AN BONUS;62.0;62.0;104.4;1300;kW Nennleist. Rotor.;32541569;5949192;31.12.1899;28.09.2001 00:00;in Betrieb;56049515340;1;13.07.2021;LLUR SH, Abtl. 7;[53.6851608, 9.669827];4039;[53.689785852580876, 9.629494547951072]
Steinburg;Krummendiek;AN BONUS 1,5MW;An Bonus 1,5;AN BONUS;68.0;64.0;104;1500;kW Nennleist. Rotor.;32526092;5976853;28.02.2000 00:00;31.10.2000 00:00;in Betrieb;61059238724;1;13.07.2021;LLUR SH, Abtl. 7;[53.95, 9.41667];2429;[53.93940473058763, 9.397474030518353]
Steinburg;Sankt Margarethen;AN Bonus 1300/260 kw;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.6;1300;kW Nennleist. Rotor.;32517183;5972730;21.11.2000 00:00;31.10.2001 00:00;in Betrieb;61063512667;2;13.07.2021;LLUR SH, Abtl. 7;[53.8938608, 9.2587835];6108;[53.90271983896592, 9.261528512056113]
Steinburg;Sankt Margarethen;AN Bonus 1300/260 kw;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.6;1300;kW Nennleist. Rotor.;32517170;5972526;21.11.2000 00:00;31.10.2001 00:00;in Betrieb;61063512667;3;13.07.2021;LLUR SH, Abtl. 7;[53.8938608, 9.2587835];6108;[53.900886723553654, 9.261319209578037]
Steinburg;Sankt Margarethen;AN Bonus 1300/260 kw;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104.6;1300;kW Nennleist. Rotor.;32517385;5972396;21.11.2000 00:00;31.10.2001 00:00;in Betrieb;61063512667;4;13.07.2021;LLUR SH, Abtl. 7;[53.8938608, 9.2587835];6108;[53.899711121319285, 9.264583986506171]
Ostholstein;Beschendorf;AN BONUS 1300/62, S-Nr. AN 1300-984-01;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104,4 dB(A);1300;kW Nennleist. Rotor.;32623031;6006434;20.08.2002 00:00;30.12.2003 00:00;in Betrieb;55006155816;1;13.07.2021;LLUR SH, Abtl. 7;[54.1834961, 10.8751201];3897;[54.19117202431079, 10.88567310850349]
Ostholstein;Beschendorf;AN BONUS 1300/62, S-Nr.AN 1300-985-02;AN Bonus 1,3/62;AN BONUS;68.0;62.0;104,4 dB(A);1300;kW Nennleist. Rotor.;32623272;6006252;20.08.2002 00:00;30.12.2003 00:00;in Betrieb;55006155816;2;13.07.2021;LLUR SH, Abtl. 7;[54.1834961, 10.8751201];3897;[54.18947930793058, 10.889290076584034]
Nordfriesland;Bordelum;AN Bonus 1MW/54;AN Bonus 1MW/54;AN BONUS;72.0;54.0;101.6;1000;kW Nennleist. Rotor.;32499766;6055247;05.12.2002 00:00;30.12.2002 00:00;in Betrieb;54014334430;2;13.07.2021;LLUR SH, Abtl. 7;[54.6333, 8.93333];4919;[54.64462665206133, 8.996373929280518]
Ostholstein;Gremersdorf;AN BONUS 2 MW/76, S-Nr.AN 2000-343-05;AN Bonus 2MW/76;AN BONUS;60.0;76.0;104,5 dB(A);2000;kW Nennleist. Rotor.;32628252;6021394;01.07.2002 00:00;29.12.2002 00:00;in Betrieb;55015462026;1;13.07.2021;LLUR SH, Abtl. 7;[54.3325847, 10.932245];5877;[54.32426732747905, 10.972046950096713]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 2,3 MW Nr.11;AN Bonus 2,3 ;AN BONUS;93.0;93.0;106;2300;kW Nennleist. Rotor.;32496707;6083775;12.07.2006 00:00;31.07.2007 00:00;in Betrieb;54027335067;1;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.90099013809148, 8.94864793530208]
Schleswig-Flensburg;HÃÂÃÂ¶rup;AN BONUS 2,3 MW/82-VS;AN Bonus 2,3 ;AN BONUS;90.0;82.4;103;2300;kW Nennleist. Rotor.;32506827;6064985;14.04.2004 00:00;02.07.2004 00:00;in Betrieb;59123308402;1;13.07.2021;LLUR SH, Abtl. 7;[54.7447487, 9.1033911];2907;[54.73209465359961, 9.106019139482754]
Schleswig-Flensburg;HÃÂÃÂ¶rup;AN BONUS 2,3 MW/82-VS;AN Bonus 2,3 ;AN BONUS;90.0;82.4;103;2300;kW Nennleist. Rotor.;32507126;6064793;14.04.2004 00:00;02.07.2004 00:00;in Betrieb;59123308402;2;13.07.2021;LLUR SH, Abtl. 7;[54.7447487, 9.1033911];2907;[54.73036503864173, 9.110657715808623]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 2,3 MW/93-VS;AN Bonus 2,3 ;AN BONUS;93.0;93.0;103;2300;kW Nennleist. Rotor.;32495915;6083742;01.03.2006 00:00;31.07.2007 00:00;in Betrieb;54027335067;2;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.9006877348202, 8.936297717120071]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 2,3 MW/93-VS;AN Bonus 2,3 ;AN BONUS;93.0;93.0;106;2300;kW Nennleist. Rotor.;32495628;6083820;01.03.2006 00:00;31.07.2007 00:00;in Betrieb;54027335067;6;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.901386258176196, 8.931821002630551]
Nordfriesland;EllhÃÂÃÂ¶ft;AN Bonus 2,3 MW/93-VS;AN Bonus 2,3 ;AN BONUS;93.0;93.0;105;2300;kW Nennleist. Rotor.;32498071;6082956;01.03.2006 00:00;31.07.2007 00:00;in Betrieb;54027335067;7;13.07.2021;LLUR SH, Abtl. 7;[54.8870251, 8.9535148];2907;[54.89363726166619, 8.969924055354024]
